abname	Zresp_auc	TS	spCorr	p_fdr(corr)	p_fdr(TS)
Bad_pS112.R.V_GBL9026336	-0.680612045074751	-35.0773111619724	0.939393937587738	5.48405364009241e-05	8.90274138656312e-172
Bak.R.C_GBL9026182	-5.21380225124516	5.21380225124516	-0.600000023841858	0.0666879863281258	8.17196456991875e-22
Bax.R.V_GBL9026183	-6.18883993630892	11.365964973395	-0.24848484992981	0.488776301908481	4.4789657765423e-35
Bcl.2.M.V_GBL9026303	15.4224707729262	26.5623654724824	-0.103030301630497	0.776998466409483	4.99667700299315e-165
Bcl.X.R.C_GBL9026338	-12.7316197174261	-8.19332725523387	0.369696974754333	0.293050068174233	4.09995512726406e-09
Bcl.xL.R.V_GBL9026339	-11.7136753025773	-7.175382840385	0.781818211078644	0.00754700402031316	6.89920399489386e-08
Beclin.G.V_GBL9026330	10.1426659720228	0	NaN	NaN	NA
beta.Catenin.R.V_GBL9026194	-12.1770939606333	-12.1770939606333	0.406060606241226	0.244282293856507	2.63410940719461e-52
Bid.R.C_GBL9026340	13.5162858629801	-17.2430391804134	0.296969711780548	0.404701646709516	1.28510152582025e-100
Bim.R.V_GBL9026351	20.3145708937569	-17.2343545445227	0.878787875175476	0.000813862205061078	1.22804381497064e-80
c.Jun_pS73.R.C_GBL9026231	3.90382066051585	2.53889883809986	-0.127272725105286	0.726057019277377	0.643788285329644
c.Kit.R.V_GBL9026344	0.995978871603038	0.99597887160304	0.709090888500214	0.0216659289034102	0.529964714933325
c.Met.M.C_GBL9026314	2.11804829858274	-6.21891259256655	0.636363625526428	0.0479117311246462	2.14036691404866e-18
c.Met_pY1235.R.C_GBL9026236	3.75713687295592	21.6753528278542	-0.866666674613953	0.0011735379121256	2.94727606383136e-65
c.Myc.R.C_GBL9026241	-18.5554326531157	-33.5132735063652	0.709090888500214	0.0216659289034102	2.99025511881671e-89
C.Raf.R.V_GBL9026278	2.56146986493655	2.56146986493655	0.309090912342072	0.384841224999186	0.163001089272384
C.Raf_pS338.R.C_GBL9026279	-16.1666611981827	-39.099159422274	0.915151536464691	0.000204472206099204	7.53497130711087e-225
Caspase.3_active.R.C_GBL9026352	3.83733415994692	-3.06423779673735	0.41818180680275	0.229112854966206	2.59194670799345e-05
Caspase.7_cleavedD198.R.C_GBL9026353	11.2289993432658	-5.25383211499979	0.830303013324738	0.00294022813612127	4.67109040904398e-21
Caspase.9_cleavedD330.R.C_GBL9026193	17.1486168596399	5.21240666597709	-0.00606060586869717	0.986742911614744	3.41147957162846e-05
Caveolin.1.R.V_GBL9026195	0.576864444184429	4.30361776161775	-0.781818211078644	0.00754700402031316	2.25778925491715e-05
CD31.M.V_GBL9026349	5.7344140827313	5.7344140827313	-0.624242424964905	0.0537177668578734	4.60835695297277e-11
CDK1.R.V_GBL9026196	-13.19433649629	-13.19433649629	0.806060612201691	0.0048620605246823	2.18020691713704e-122
Chk1.R.C_GBL9026197	-6.30445899466752	0	NaN	NaN	NA
Chk1_pS345.R.C_GBL9026198	-4.29145818018937	0	NaN	NaN	NA
Chk2.M.C_GBL9026306	-16.7668044209433	0	NaN	NaN	NA
Chk2_pT68.R.C_GBL9026199	0.710694802979127	0	NaN	NaN	NA
cIAP.R.V_GBL9026200	-1.48704979021447	-1.48704979021447	-0.528877794742584	0.115991343726538	1.88543274663459e-06
Claudin.7.R.V_GBL9026201	-5.4676109176171	-5.4676109176171	0.030303031206131	0.933772956124051	1.93339032647096e-14
Collagen_VI.R.V_GBL9026202	12.2340743603404	12.2340743603404	-0.454545468091965	0.186904795550308	9.41339723051373e-57
COX.2.R.C_GBL9026203	-1.14132167350262	12.4747632886851	-0.127272725105286	0.726057019277377	1.57154511627265e-27
Cyclin_B1.R.V_GBL9026204	-18.8311047244542	-27.5899847213797	0.503030300140381	0.138333701029167	3.38571908216788e-273
Cyclin_D1.R.V_GBL9026205	-7.09511061154677	3.47519586844217	0.175757572054863	0.627188352148502	0.00012011307666446
Cyclin_E1.M.V_GBL9026308	4.18982153782565	-1.78534569044032	-0.721212148666382	0.0185731484538234	0.0173177227982955
DJ.1.R.C_GBL9026206	-3.10449771486175	-3.10449771486175	-0.890909075737	0.000542144516154419	4.66420454953216e-06
Dvl3.R.V_GBL9026207	3.37464572157058	3.37464572157059	-0.878787875175476	0.000813862205061078	5.9142737489216e-12
E.Cadherin.R.V_GBL9026188	0.858856629479072	-6.94740360979571	0.103030301630497	0.776998466409483	1.06055499941011e-15
eEF2.R.V_GBL9026208	3.39282952245368	3.39282952245368	-0.503030300140381	0.138333701029167	0.000147109091109273
eEF2K.R.V_GBL9026209	1.85093417461092	1.85093417461092	-0.127272725105286	0.726057019277377	0.425079356981464
EGFR.R.C_GBL9026210	12.7427994353114	10.3223037244022	-0.563636362552643	0.0897240290701318	1.12462236884031e-19
EGFR.CST2232..R.C_GBL9026334	6.17622796373533	3.75573225282613	-0.478787869215012	0.161522937605969	0.0262729226238618
EGFR_pY1068.R.V_GBL9026211	-19.9753681345582	-63.7213362149192	0.58787876367569	0.0738777217256548	0
EGFR_pY1173.R.C_GBL9026212	7.08780949693031	-36.6581585834307	0.442424237728119	0.200422692056088	5.46434870553737e-101
EGFR_pY992.R.V_GBL9026213	-2.5547751810837	-46.3007432614447	0.442424237728119	0.200422692056088	2.57651978907853e-152
eIF4E.R.V_GBL9026214	8.04264629198852	13.3893969321969	0.175757572054863	0.627188352148502	6.27629066955662e-20
ER.alpha.R.V_GBL9026215	9.06828105499474	10.1145266261562	-0.296969711780548	0.404701646709516	8.42167238684713e-17
ER.alpha_pS118.R.V_GBL9026217	15.6701331826528	-42.588592544257	0.903030276298523	0.000343612565232743	1.71130143845608e-224
ERCC1.M.C_GBL9026309	3.91808545014069	3.91808545014069	0.115151517093182	0.751419648245182	6.59134422182663e-11
FAK.R.C_GBL9026218	6.02463712616523	6.02463712616523	-0.151515156030655	0.676065166784972	7.33274144262039e-19
Fibronectin.R.C_GBL9026216	12.4439161809625	16.1789314846913	-0.575757563114166	0.0815528230353175	3.75565303557789e-41
FOXO3a.R.C_GBL9026219	17.6649065360106	8.38719020945273	-0.903030276298523	0.000343612565232743	7.19178919212089e-28
FOXO3a_pS318_S321.R.C_GBL9026220	-9.17372724187912	51.6002748027632	-0.58787876367569	0.0738777217256548	0
GATA3.M.V_GBL9026310	5.28378109335375	-6.01925175659609	0.200000002980232	0.579583994232178	3.83739818698382e-16
GSK3.alpha.beta.M.V_GBL9026312	3.90035926526866	0.792369078171757	0.515151500701904	0.127552882234373	0.241634097130738
GSK3.alpha.beta_pS21_S9.R.V_GBL9026222	-11.6660839375756	11.3091486816441	-0.41818180680275	0.229112854966206	3.31299739891508e-05
GSK3_pS9.R.V_GBL9026221	-10.9337622441567	-20.8663699722701	0.260606050491333	0.467089072303455	6.71976568899896e-47
HER2.M.V_GBL9026313	7.55623840106955	19.4758452743043	-0.478787869215012	0.161522937605969	1.0654715269611e-84
HER2_pY1248.R.V_GBL9026223	-10.6807884121229	-14.9305689819167	0.212121218442917	0.556305763058156	3.28766435392819e-119
HER3.R.V_GBL9026224	-13.6728494758519	-13.6728494758519	0.854545474052429	0.00163680247839526	2.41355437198969e-73
HER3_pY1298.R.C_GBL9026225	-3.60171252691284	-1.86336573674524	-0.272727280855179	0.44583832744257	0.202738853285013
IGF.1R.beta.R.C_GBL9026226	-11.1223903218747	-20.4001066484325	0.503030300140381	0.138333701029167	1.04075990162815e-164
IGFBP2.R.V_GBL9026227	-5.40300916958142	-5.40300916958142	0.321212112903595	0.365468323548346	9.58684069366682e-19
INPP4B.G.C_GBL9026331	-8.53803485060926	8.53803485060925	-0.0729486644268036	0.841271269313374	8.72420805117075e-27
IRS1.R.V_GBL9026228	-1.54102100498598	17.0137501373963	-0.236363634467125	0.510885321006619	9.619151716947e-69
JNK_pT183_pT185.R.V_GBL9026343	0.747675944076986	-24.2139516857203	0.878787875175476	0.000813862205061078	8.05731483267534e-73
JNK2.R.C_GBL9026230	3.24690940643389	5.03001437990477	-0.806060612201691	0.0048620605246823	2.32191887762561e-09
K.Ras.M.C_GBL9026322	2.17829343780168	2.17829343780168	0.0787878781557083	0.82871739605474	0.658795117788994
MAPK_pT202_Y204.R.V_GBL9026233	-11.8142067039008	-3.94162760797803	-0.00606060586869717	0.986742911614744	3.76393651368357e-07
MEK1.R.V_GBL9026234	3.4297736860223	5.38168401628023	-0.721212148666382	0.0185731484538234	2.01127705079755e-07
MEK1_pS217_S221.R.V_GBL9026345	9.16724660581139	-2.71423862640143	0.806060612201691	0.0048620605246823	0.00338234044331186
MIG.6.M.V_GBL9026315	7.33749298099133	-11.0642462984247	0.830303013324738	0.00294022813612127	8.10793951842106e-31
Mre11.R.C_GBL9026237	5.90737287449063	-5.90737287449063	-0.13939394056797	0.700931882488681	3.96700085455708e-25
MSH2.M.C_GBL9026316	-0.686720052633045	-10.9671108233242	-0.41818180680275	0.229112854966206	2.91856535301642e-45
MSH6.R.C_GBL9026238	-5.81341883401549	5.81341883401549	-0.878787875175476	0.000813862205061078	1.83452435015375e-21
mTOR.R.V_GBL9026239	8.57645720097393	8.57645720097394	-0.41818180680275	0.229112854966206	8.01087032967228e-54
mTOR_.pS2448.R.C_GBL9026240	-12.2015444038015	-30.1553116375158	0.939393937587738	5.48405364009241e-05	7.35206549381855e-142
N.Cadherin.R.V_GBL9026341	4.30958601939716	4.30958601939716	-0.0787878781557083	0.82871739605474	1.32765999204722e-07
NF.kB.p65_pS536.R.C_GBL9026242	-7.26492805096229	-16.8049318473018	0.454545468091965	0.186904795550308	7.22360548052165e-35
NF2.R.C_GBL9026243	-2.68091351620278	2.68091351620278	-0.527272701263428	0.117308086962265	0.0735918395801855
Notch1.R.V_GBL9026244	1.47094132648468	-7.80677500007317	0.781818211078644	0.00754700402031316	1.19304564396597e-27
Notch3.R.C_GBL9026246	-7.65189500534697	4.15203933658606	0.672727286815643	0.0330412174893608	0.00131135388365221
P.Cadherin.R.C_GBL9026342	19.8178037284041	19.8178037284041	-0.69696968793869	0.0250966785686146	8.57411566468286e-226
p21.R.C_GBL9026247	7.93260026499081	-50.6331163194406	0.296969711780548	0.404701646709516	0
p27.R.V_GBL9026248	9.57510655650857	-17.2418789568487	0.842424213886261	0.00222003275351312	3.52684015227436e-50
p27_pT157.R.C_GBL9026249	-7.15756179469076	58.1891705647423	-0.672727286815643	0.0330412174893608	0
p27_pT198.R.V_GBL9026250	3.85238655426855	47.179222215783	-0.854545474052429	0.00163680247839526	5.15846923396015e-214
p38_MAPK.R.C_GBL9026251	1.52809853697215	3.31120351044303	-0.890909075737	0.000542144516154419	0.000784369782495002
p38_pT180_Y182.R.V_GBL9026252	-3.0742912633913	-27.6017546331494	0.284848481416702	0.425038160716097	1.34552864221999e-166
p53.R.V_GBL9026346	7.45350663486664	3.77612002194913	-0.212121218442917	0.556305763058156	2.46516647841198e-07
p70S6K.R.V_GBL9026254	6.96843706963137	6.96843706963137	-0.684848487377167	0.0288827966786322	7.81145423432842e-20
p70S6K_pT389.R.V_GBL9026255	-13.4448247700621	-30.9296318182044	0.830303013324738	0.00294022813612127	2.14551354054981e-105
p90RSK_pT359_S363.R.C_GBL9026256	-16.0069379262452	-13.4099530231774	0.709090888500214	0.0216659289034102	4.22410281953813e-39
PARP_cleaved.M.C_GBL9026317	7.80500687948331	0	NaN	NaN	NA
Paxillin.R.V_GBL9026257	-4.35412938475361	1.12812512816633	0.0666666701436043	0.854813080743902	0.599776547092145
PCNA.M.V_GBL9026318	24.8334296626356	0	NaN	NaN	NA
PDK1_pS241.R.V_GBL9026258	19.0902286412484	-11.9362810103599	-0.0666666701436043	0.854813080743902	4.8789625837451e-12
PI3K.p110.alpha.R.C_GBL9026269	-6.2366845029139	-6.2366845029139	0.0424242429435253	0.907363816683007	1.4414409143984e-10
PI3K.p85.R.V_GBL9026270	5.18953699657098	12.5910122884164	-0.527272701263428	0.117308086962265	5.42623300817616e-50
PKC.alpha.M.V_GBL9026319	21.0845597183642	17.3578064009309	-0.648484826087952	0.042540137217344	1.96492159681921e-115
PKC.alpha_pS657.R.V_GBL9026271	16.346091611407	-15.7586748217454	0.236363634467125	0.510885321006619	6.15036287200625e-79
PR.R.V_GBL9026272	-2.09276362831985	10.2764434905039	-0.0181818176060915	0.960240419386778	4.03237580540366e-41
PRAS40_pT246.R.V_GBL9026273	-15.6176042647678	-33.8840680398481	0.975757598876953	1.46754063035104e-06	4.04098112535167e-286
PTCH.R.C_GBL9026274	-0.70834744052589	-4.46288418147393	0.503030300140381	0.138333701029167	0.000951615273339579
PTEN.R.V_GBL9026275	4.36784747458218	-6.14269046175757	0.866666674613953	0.0011735379121256	5.96550191398197e-08
Rab11.R.V_GBL9026276	6.41931491500614	9.22119792465269	-0.551515161991119	0.0984011689489896	3.75306554397772e-41
Rab25.R.C_GBL9026277	11.8473244462823	11.8473244462823	-0.22424241900444	0.533400571087646	2.40388758120832e-59
Rad50.M.C_GBL9026320	10.0489740980159	-0.771257771458002	-0.478787869215012	0.161522937605969	0.950618526408284
Rad51.M.C_GBL9026321	1.12157801031964	-7.09674523858562	-0.830303013324738	0.00294022813612127	1.82526716448261e-12
Rb.M.V_GBL9026323	11.9503344565319	-15.6770877739653	-0.478787869215012	0.161522937605969	1.48435355980345e-94
Rb_pS807_S811.R.V_GBL9026280	-16.9022883493115	-37.1826837131464	0.927272737026215	0.000112034447641074	1.15175921113152e-98
S6_pS235_S236.R.V_GBL9026281	-14.8970905239946	-17.5627476212082	0.951515138149261	2.27985739738035e-05	1.65685582845681e-64
S6_pS240_S244.R.V_GBL9026282	-12.7698009166674	-15.4354580138809	0.951515138149261	2.27985739738035e-05	2.33536850554652e-46
Smac.M.V_GBL9026324	14.0078167381611	-10.9156644351618	0.406060606241226	0.244282293856507	2.00913735156781e-40
Smad1.R.V_GBL9026283	11.236740636749	0	NaN	NaN	NA
Smad3.R.V_GBL9026284	6.37142104883665	0	NaN	NaN	NA
Smad4.M.V_GBL9026325	12.3711280471171	0	NaN	NaN	NA
Snail.M.C_GBL9026326	-1.31010631590591	-3.67189997878922	0.151515156030655	0.676065166784972	5.04119888640055e-10
Src.M.V_GBL9026327	-26.4725508305244	-24.5206405002665	0.503030300140381	0.138333701029167	3.66222762304964e-207
Src_pY416.R.C_GBL9026285	-22.5197767502275	-14.8817143145783	0.745454549789429	0.0133301454837775	1.63067459018294e-16
Src_pY527.R.V_GBL9026286	14.9963037430574	-20.6824558484486	0.490909099578857	0.149655665128156	1.18894313771345e-45
STAT3_pY705.R.V_GBL9026287	-2.51510996483392	-55.3903701947777	0.818181812763214	0.00381492051076338	4.6235522461772e-159
STAT5.alpha.R.V_GBL9026288	3.56620994694177	3.56620994694177	0.0424242429435253	0.907363816683007	8.8733318789767e-07
Stathmin.R.V_GBL9026289	5.99113684115132	25.2611531631752	-0.175757572054863	0.627188352148502	2.15259305881181e-121
Syk.M.V_GBL9026328	-2.82972807528891	-2.82972807528891	0.00606060586869717	0.986742911614744	2.57546607778852e-06
Tau.M.C_GBL9026329	-4.01349870073963	1.96166852752634	0.539393961429596	0.107593170598888	3.58890156658268e-05
TAZ_pS89.R.C_GBL9026290	11.0203125198476	11.0203125198476	0.175757572054863	0.627188352148502	5.76294244832293e-57
TFF1.R.V_GBL9026291	8.519778164679	-40.8249282659395	0.127272725105286	0.726057019277377	0
TIGAR.R.V_GBL9026292	3.61825949055205	0	NaN	NaN	NA
Tuberin.R.C_GBL9026293	4.0923121730322	-17.0967818170234	0.672727286815643	0.0330412174893608	9.0485569568591e-130
VASP.R.C_GBL9026294	-0.0200243578873901	1.93188597237053	0.187878787517548	0.603217610738661	0.0570108104457723
VEGFR2.R.V_GBL9026347	-13.3961013222509	-13.3961013222509	-0.818181812763214	0.00381492051076338	1.68591106748876e-89
XIAP.R.C_GBL9026296	-8.71516703454779	-8.71516703454779	0.951515138149261	2.27985739738035e-05	8.81750739971273e-51
XRCC1.R.C_GBL9026297	2.71093406995868	0	NaN	NaN	NA
YAP.R.V_GBL9026298	11.9660904420158	14.7679734516624	-0.333333343267441	0.346593491825057	9.18863106907669e-79
YAP_pS127.R.C_GBL9026299	-7.9169189863768	-31.957505467935	0.951515138149261	2.27985739738035e-05	0
YB.1.R.V_GBL9026332	-1.20028587251658	-10.4780021990744	0.309090912342072	0.384841224999186	2.97727561243869e-25
YB.1_pS102.R.V_GBL9026333	3.59944724841852	-35.4336168023569	0.466666668653488	0.173938595084903	9.0436585326361e-211
